acc_x,acc_y,acc_z,v_dc,i_dc,time,leap_palm_x,leap_palm_y,leap_palm_z,leap_palm_normal_x,leap_palm_normal_y,leap_palm_normal_z,leap_palm_orientation_x,leap_palm_orientation_y,leap_palm_orientation_z
1.7638608000000002,3.6811008,8.052408,0.565732421875,4.859161376953125e-05,8.02,-24.32,156.13,129.62,-0.17,-0.98,0.04,-0.02,0.07,-0.09
1.6104816,3.6811008,8.052408,0.5664746093749999,4.859161376953125e-05,8.03,-24.35,156.11,129.56,-0.17,-0.98,0.04,-0.02,0.07,-0.09
1.9172400000000005,3.3743424,8.2824768,0.56517578125,4.6028137207031246e-05,8.04,-24.51,156.14,129.6,-0.17,-0.98,0.04,-0.02,0.07,-0.09
1.6871712,3.3743424,8.052408,0.5648046874999999,4.5661926269531246e-05,8.05,-24.63,156.2,129.62,-0.17,-0.98,0.04,-0.02,0.07,-0.09
1.533792,3.3743424,8.3591664,0.562392578125,4.236602783203125e-05,8.06,-24.77,156.27,129.63,-0.17,-0.98,0.04,-0.02,0.07,-0.09
1.533792,3.5277216000000005,8.3591664,0.55998046875,4.419708251953125e-05,8.07,-24.88,156.3,129.63,-0.17,-0.99,0.04,-0.02,0.07,-0.08
1.6871712,3.3743424,7.899028800000001,0.55923828125,4.676055908203125e-05,8.08,-25.02,156.37,129.69,-0.17,-0.99,0.04,-0.02,0.07,-0.08
1.3804128,3.6811008,7.8223392,0.55923828125,4.5295715332031245e-05,8.09,-25.28,156.36,129.7,-0.17,-0.99,0.04,-0.02,0.07,-0.08
1.7638608000000002,3.6044112,7.899028800000001,0.558125,4.199981689453125e-05,8.1,-25.4,156.29,129.67,-0.17,-0.99,0.04,-0.02,0.07,-0.08
1.8405504,3.6044112,8.052408,0.5573828125,4.126739501953125e-05,8.11,-25.5,156.19,129.63,-0.17,-0.99,0.04,-0.02,0.07,-0.08
1.8405504,3.6044112,8.2824768,0.55626953125,4.309844970703124e-05,8.12,-25.6,156.09,129.58,-0.17,-0.99,0.05,-0.02,0.07,-0.08
1.9172400000000005,3.5277216000000005,8.435856000000001,0.554970703125,4.6394348144531246e-05,8.13,-25.71000000000004,155.97999999999996,129.55,-0.16,-0.99,0.05,-0.02,0.07,-0.08
1.9172400000000005,3.6811008,8.5125456,0.555341796875,4.419708251953125e-05,8.14,-25.94,155.76,129.5,-0.16,-0.99,0.05,-0.02,0.07,-0.08
1.533792,3.3743424,8.052408,0.554970703125,4.273223876953124e-05,8.15,-26.05,155.68,129.5,-0.16,-0.99,0.05,-0.02,0.07,-0.08
1.6871712,3.5277216000000005,7.9757184,0.554228515625,4.6028137207031246e-05,8.16,-26.15,155.62,129.53,-0.16,-0.99,0.05,-0.02,0.07,-0.08
1.3804128,3.2976528,7.668960000000001,0.553115234375,4.383087158203125e-05,8.17,-26.28,155.59,129.57,-0.16,-0.99,0.05,-0.02,0.07,-0.08
1.6104816,3.5277216000000005,7.8223392,0.5533007812499999,4.053497314453125e-05,8.18,-26.41,155.55,129.62,-0.16,-0.99,0.05,-0.02,0.07,-0.08
1.7638608000000002,3.6811008,7.8223392,0.552001953125,4.419708251953125e-05,8.19,-26.62,155.45,129.66,-0.16,-0.99,0.05,-0.02,0.07,-0.08
1.7638608000000002,3.2976528,8.1290976,0.5536718749999999,4.419708251953125e-05,8.2,-26.67,155.35,129.65,-0.16,-0.99,0.05,-0.02,0.07,-0.08
1.8405504,3.7577904,8.2824768,0.5533007812499999,4.6394348144531246e-05,8.21,-26.720000000000006,155.22999999999996,129.72,-0.16,-0.99,0.05,-0.02,0.07,-0.08
1.8405504,3.6044112,8.205787200000001,0.553115234375,4.419708251953125e-05,8.22,-26.77,155.1,129.74,-0.16,-0.99,0.05,-0.02,0.07,-0.08
1.6871712,3.5277216000000005,8.052408,0.553115234375,4.419708251953125e-05,8.23,-26.84,154.94,129.77,-0.16,-0.99,0.05,-0.02,0.07,-0.08
1.3037232,3.6044112,7.9757184,0.552744140625,4.419708251953125e-05,8.24,-26.92,154.86,129.84,-0.16,-0.99,0.05,-0.02,0.07,-0.08
1.3804128,3.3743424,7.8223392,0.553115234375,4.236602783203125e-05,8.25,-27.12,154.71,129.95,-0.16,-0.99,0.05,-0.02,0.07,-0.08
