time,xsen_acc_x,xsen_acc_y,xsen_acc_z,xsen_euler_x,xsen_euler_y,xsen_euler_z,xsen_gyr_x,xsen_gyr_y,xsen_gyr_z,leap_palm_x,leap_palm_y,leap_palm_z,leap_palm_normal_x,leap_palm_normal_y,leap_palm_normal_z,leap_palm_orientation_x,leap_palm_orientation_y,leap_palm_orientation_z,P_dcs
0.0,-3.357833214275759,2.2582155139989504,9.591011429475817,13.393741103598876,19.25008994250502,64.80542165173772,-1.3353862776383776,3.355615025623698,0.6601720531264492,24.37,138.88,53.07,-0.07,-1.0,0.03,-0.01,0.08,-0.04,1.990753249913457e-05
0.0099999999999997,-3.471522273231517,2.087368333323934,9.502805698617449,13.35517158281741,19.2699864740609,64.82675606186224,-2.999167508566667,1.720597390962557,0.8624507786718894,24.49,139.35,53.08,-0.07,-1.0,0.03,-0.01,0.08,-0.04,1.992550451409973e-05
0.0199999999999995,-3.517598076940059,1.9006749014800752,9.482325271621784,13.315732013873264,19.27179827477263,64.8397390773569,-2.7324168780606226,-0.3159162645764723,0.4076730249668681,24.71,140.57,53.09,-0.07,-1.0,0.03,-0.01,0.08,-0.04,1.9974413655839564e-05
0.0300000000000011,-3.474912399064585,1.7954272710057226,9.388449063705584,13.285558596877795,19.25639497536816,64.83390783288833,-1.032798023890526,-2.105848454605817,-0.7728690938941674,24.78000000000001,141.30000000000015,53.15000000000002,-0.07,-1.0,0.0299999999999982,-0.01,0.08,-0.04,2.0006278681341263e-05
0.0400000000000009,-3.3593757696876065,1.8118483540877013,9.3381968969451,13.276943865258994,19.234803779666315,64.81682051563833,1.4164935762792172,-2.922272527368577,-1.593621062914219,24.860000000000017,142.11000000000016,53.27000000000002,-0.07,-1.0,0.02,-0.01,0.08,-0.04,2.0079387235293244e-05
0.0500000000000007,-3.2110942884588,1.9173882648717413,9.361439366766817,13.28860708279028,19.21646914040075,64.79531499089337,3.6130000808147815,-2.6015643156175665,-1.9565318428550904,24.96,142.97,53.41,-0.07,-1.0,0.02,-0.01,0.08,-0.04,2.011783713696984e-05
0.0600000000000005,-3.1125197602902115,2.100847684146423,9.400175141777703,13.31399691274854,19.210264234055646,64.78613104971201,4.654618993291927,-1.0962383795230344,-1.3613738806669946,25.09,143.94,53.54,-0.07,-1.0,0.02,-0.01,0.08,-0.04,2.0160399939378358e-05
0.0700000000000002,-3.107173374296518,2.192906145697692,9.39027361596909,13.34649959312003,19.222903644586488,64.79259979940382,4.591100883629816,1.1536112183298377,-0.2425626353375396,25.38,146.08,53.7,-0.07,-1.0,0.02,-0.01,0.08,-0.04,2.0252548850613018e-05
0.08,-3.22893775493083,2.216678951536572,9.490663405560824,13.37155131998704,19.249755420147768,64.81169702252949,3.5464211627626927,2.618786394817516,0.6377882055334243,25.54,147.27,53.82,-0.07,-1.0,0.02,-0.01,0.08,-0.03,2.0304564758369045e-05
0.0899999999999998,-3.3692252205301245,2.1408301043460334,9.478890633790227,13.38845555882149,19.27699193570491,64.83490952615033,2.496495955958502,2.616755958746676,0.8250998771609858,25.7,148.66,53.95,-0.07,-1.0,0.02,-0.01,0.08,-0.03,2.0366119431693994e-05
0.0999999999999996,-3.45573038175059,2.0766028546249213,9.503103844428685,13.394498346513611,19.29222944342656,64.8501056725165,1.6888711178891271,1.1505287829608797,0.3203471522894254,25.84,150.19,54.13,-0.07,-1.0,0.02,-0.0,0.08,-0.04,2.0435780737970984e-05
0.1100000000000012,-3.4748409055487244,2.059019276507707,9.59250234329902,13.388908433576216,19.28885015711704,64.84966789120382,1.0599836226874566,-1.0223543261502548,-0.5910493107789931,25.970000000000034,151.8900000000006,54.410000000000124,-0.07,-1.0,0.01,0.0,0.08,-0.0399999999999982,2.0551365665763054e-05
0.120000000000001,-3.421958998584852,2.1690340584476058,9.60383697498948,13.3762074110333,19.27435320065214,64.8405391192318,0.5262226830665468,-2.24203350982328,-1.2156382558007055,26.17000000000001,155.42000000000033,55.130000000000095,-0.07,-1.0,0.01,0.0,0.08,-0.0300000000000017,2.0723098792568735e-05
0.1300000000000007,-3.3163257419386345,2.2359614661152545,9.5976920114573,13.357055722530086,19.26365450765563,64.83300523415782,0.0401965096995724,-1.6025921177068705,-1.0085726494753389,26.21,157.36,55.64,-0.07,-1.0,0.01,-0.0,0.08,-0.04,2.0822268620841728e-05
0.1400000000000005,-3.2290280613174325,2.244381472676434,9.603955882491263,13.337102627587678,19.265140186461025,64.83779180829312,-0.5985797441188366,-0.1697417108098278,-0.1695208400787299,26.27,159.53,56.25,-0.07,-1.0,0.01,-0.0,0.09,-0.04,2.0934194596479663e-05
0.1500000000000003,-3.219032836500028,2.1846276801987647,9.60765404767276,13.311871758697224,19.273031415488564,64.85585945226511,-1.55697275483677,0.747354868218389,0.9651588456335036,26.32,161.85,56.91,-0.07,-1.0,0.01,0.0,0.09,-0.04,2.1055334183437854e-05
0.1600000000000001,-3.3153309576583627,2.0614817578893936,9.544990792587804,13.284512013228792,19.282825037390257,64.88573709743196,-2.0781661507490767,1.1973158575247087,2.082770522410006,26.32,164.31,57.55,-0.07,-1.0,0.01,0.0,0.09,-0.04,2.11854319821097e-05
0.1699999999999999,-3.441936906282848,1.938971886113788,9.551811873710912,13.261799827632446,19.290516913246897,64.92282463679058,-1.895732236842248,1.0166648124247248,2.643472049773837,26.32,166.93,58.12,-0.07,-1.0,0.0,0.0,0.09,-0.04,2.1357887567743073e-05
0.1799999999999997,-3.5037728120038403,1.904388677755594,9.54777181010766,13.241334280851076,19.289522343661208,64.9491121464809,-1.2297046388341188,0.0511516445631106,2.021753760441088,26.36,172.89,59.18,-0.07,-1.0,-0.0,0.0,0.09,-0.03,2.1671367659896878e-05
0.1900000000000012,-3.482023908596279,1.947449611420105,9.631930779812407,13.224704355809695,19.281910773680632,64.96500376870527,-0.5517013646816156,-0.9075876816631718,0.9549424190884735,26.420000000000023,176.0800000000006,59.60000000000009,-0.06,-1.0,-1.7763568394002883e-15,1.7763568394002883e-15,0.09,-0.03,2.1910878578745914e-05
0.200000000000001,-3.441079163414309,2.031475683306838,9.711162937343422,13.209119085144826,19.275928733158658,64.97130672211843,-0.0923984567332263,-0.8645296817189961,0.0602866729909201,26.530000000000022,179.4500000000006,60.08000000000007,-0.0599999999999982,-1.0,-0.01,0.01,0.0900000000000017,-0.0299999999999982,2.2122342298756657e-05
0.2100000000000008,-3.427337812772082,2.076825681950382,9.812649471348916,13.192162756285454,19.28001713981747,64.97328526309659,-0.0836077054748205,0.1197738128875375,-0.5815976154789833,26.66000000000001,182.9200000000006,60.49000000000006,-0.0499999999999982,-1.0,-0.0100000000000017,0.01,0.1,-0.02,2.2378612888641752e-05
0.2200000000000006,-3.5139724521926983,2.079077996013761,9.941462687324082,13.17110112566963,19.29703683029811,64.97332560802164,-0.610663085809994,1.303906610474986,-1.1084757777711385,26.74,186.47,60.81,-0.04,-1.0,-0.02,0.01,0.1,-0.02,2.2672917048036852e-05
0.2300000000000004,-3.6706323809356864,2.0400809631305186,10.044463848814988,13.141612896457602,19.32270371990856,64.96590089257872,-0.9993215213105232,1.9079567593452604,-1.821664791116003,27.04,193.78,61.51,-0.04,-1.0,-0.03,0.02,0.1,-0.02,2.3102427241368982e-05
0.2400000000000002,-3.764967881751832,2.020620498033755,10.065872708851424,13.108950240231673,19.346999756245246,64.95101902087154,-1.152569737515736,1.514398146825641,-2.578582122035148,27.22,197.41,61.83,-0.03,-1.0,-0.03,0.02,0.1,-0.02,2.3375170231127686e-05
0.25,-3.78837942866556,2.0602141430321064,10.102452916334588,13.077977970315876,19.361358095407063,64.92948253434932,-0.6570388799513088,0.3294609706282101,-2.953008267104392,27.39,200.78,62.13,-0.03,-1.0,-0.04,0.02,0.1,-0.01,2.3592939154984758e-05
0.2599999999999998,-3.789807654585832,2.1358478592537566,10.201325538973098,13.053126353200415,19.35682461780373,64.90887927207011,0.0495732587958132,-1.662990875758497,-2.5589994028622907,27.53,203.94,62.54,-0.03,-1.0,-0.04,0.02,0.1,-0.01,2.3775597711437404e-05
0.2699999999999996,-3.7490557104508833,2.248073705561304,10.370989670961972,13.031634341115844,19.3277533037563,64.8926839619797,-0.051840290099053,-3.999021898747592,-1.3888368054047184,27.68,206.97,62.82,-0.03,-1.0,-0.05,0.03,0.1,-0.01,2.3976543375869367e-05
0.2800000000000011,-3.784909667870591,2.348704290626164,10.43538057989763,12.999017389729236,19.276216343551063,64.8884134474188,-1.4097760320656685,-5.598792404443698,0.1568804972996049,27.940000000000023,212.8400000000005,63.52000000000007,-0.03,-1.0,-0.0500000000000017,0.03,0.1,-0.01,2.4323689412706038e-05
