time,v_dc,i_dc,xsen_acc_x,xsen_acc_y,xsen_acc_z,xsen_euler_x,xsen_euler_y,xsen_euler_z,xsen_gyr_x,xsen_gyr_y,xsen_gyr_z,leap_palm_x,leap_palm_y,leap_palm_z,leap_palm_normal_x,leap_palm_normal_y,leap_palm_normal_z,leap_palm_orientation_x,leap_palm_orientation_y,leap_palm_orientation_z
0.0,0.513037109375,3.2461166381835934e-05,-3.342929486622659,0.240833741405835,9.467982954752149,0.8850841299192794,19.878945840402658,59.70832678297067,1.5840345626491803,0.6339167189716703,-0.7934651824094578,161.74,201.21,154.61,0.12,-0.99,-0.03,0.01,0.04,0.06
0.009999999999999787,0.541240234375,2.916526794433593e-05,-3.35451416252382,0.221254989066325,9.53103600509778,0.8852997273608054,19.88128605195695,59.69192356237158,1.2752375319087703,0.146749739582215,-0.817961325697942,161.79,201.12,154.52,0.12,-0.99,-0.03,0.01,0.04,0.06
0.019999999999999574,0.57408203125,2.8432846069335938e-05,-3.3856948225322525,0.1879403414304622,9.622427225286758,0.8751662196229562,19.87709946550737,59.671485743824,0.3084244848052213,-0.572384078969539,-1.2722578468654586,161.72,200.94,154.37,0.12,-0.99,-0.03,0.02,0.03,0.06
0.030000000000001137,0.5664746093749999,3.3926010131835936e-05,-3.36926322739512,0.1778498152650697,9.534825915469485,0.8512276405138558,19.867303403127355,59.64443347454362,-0.8349256316336866,-1.1437934933499636,-1.9763539677662456,161.78,200.93,154.19,0.12,-0.99,-0.03,0.02,0.03,0.06
0.040000000000000924,0.525654296875,2.8066635131835937e-05,-3.29078937628234,0.2138134449703451,9.425795345290156,0.8194466609599357,19.856861948880344,59.61164983553036,-1.3558750922462166,-1.081032658615929,-2.431655821877865,161.81,200.95,154.04,0.13,-0.99,-0.04,0.02,0.03,0.06
0.05000000000000071,0.518974609375,3.063011169433593e-05,-3.241350581465112,0.272684117089284,9.373355738502202,0.7930821722848113,19.853477270974107,59.58151301323505,-0.7913503308580389,-0.433434841579935,-2.21499743843643,161.89,201.12,153.94,0.13,-0.99,-0.03,0.02,0.03,0.06
0.0600000000000005,0.5625781249999999,3.868675231933594e-05,-3.2641569937150567,0.2712640484097637,9.416917640848974,0.779197434084421,19.85793810328757,59.557185345175725,0.2243366750658993,0.4176629474568542,-1.5804656397696308,161.93,201.27,153.86,0.13,-0.99,-0.03,0.02,0.03,0.06
0.07000000000000028,0.5807617187499999,3.868675231933594e-05,-3.3023334305631966,0.2306412730209883,9.48292532016304,0.7699504146632363,19.86665612412635,59.540163905611536,0.4447892675899998,0.8231281189463998,-0.977259484474334,161.93,201.35,153.9,0.13,-0.99,-0.03,0.01,0.03,0.07
0.08000000000000007,0.5397558593749999,3.2461166381835934e-05,-3.339443514120066,0.1740428886788985,9.51437631449775,0.7612541770536099,19.87270830512189,59.52548864640004,0.4071278717444135,0.4334923872522735,-0.799916001938016,161.96,201.43,153.95,0.13,-0.99,-0.03,0.02,0.03,0.07
0.08999999999999986,0.51359375,2.989768981933593e-05,-3.330414181795998,0.1732597643957746,9.46914487393948,0.7529601905324028,19.87107184000801,59.509544467054,0.5080607036065365,-0.2743211819138128,-0.8877632096641928,161.98,201.5,154.08,0.13,-0.99,-0.04,0.02,0.03,0.07
0.09999999999999964,0.5514453125,3.2461166381835934e-05,-3.314280874595816,0.1721541828504965,9.446492161791292,0.7462801718579883,19.865345681954665,59.492904669448606,0.6442105302378295,-0.683158683536421,-0.91378797222672,161.67,201.39,154.31,0.13,-0.99,-0.04,0.02,0.03,0.07
