time,v_dc,i_dc,xsen_acc_x,xsen_acc_y,xsen_acc_z,xsen_euler_x,xsen_euler_y,xsen_euler_z,xsen_gyr_x,xsen_gyr_y,xsen_gyr_z,leap_palm_x,leap_palm_y,leap_palm_z,leap_palm_normal_x,leap_palm_normal_y,leap_palm_normal_z,leap_palm_orientation_x,leap_palm_orientation_y,leap_palm_orientation_z
0.0,0.5766796875,4.515838623046875e-05,-3.77511705262541,2.1467379978835304,9.067983669052246,12.983400368033584,22.43595420676654,67.86663909862648,-0.146433010914697,-0.0979743882699818,0.959985206250797,25.64,197.47,155.16,0.22,-0.96,0.17,-0.09,0.07,0.1
0.009999999999999787,0.5536718749999999,4.222869873046875e-05,-3.7912388709987823,2.136067675174699,9.07876096738931,12.97234029040887,22.43434761919659,67.87159391320344,-0.5560319902135041,-0.1237895906320793,1.2358035719783995,25.64,197.47,155.18,0.22,-0.96,0.17,-0.09,0.07,0.1
0.019999999999999574,0.5254687499999999,3.893280029296875e-05,-3.8091450325793375,2.1163999040485977,9.067570509609755,12.958587499023157,22.4313814402011,67.8791991973187,-0.9586505828103914,-0.2492199587944907,1.3518176214070383,25.65,197.5,155.26,0.22,-0.96,0.17,-0.09,0.07,0.1
0.030000000000001137,0.53845703125,4.662322998046875e-05,-3.804704441914974,2.064350397868933,9.080531920663502,12.938325069069602,22.426666041885618,67.88411184296451,-1.337853275437885,-0.4554901860911964,1.196994116027666,25.630000000000003,197.36,155.28,0.22,-0.96,0.17,-0.09,0.07,0.1
0.040000000000000924,0.574638671875,4.698944091796875e-05,-3.787152187098445,2.0268474607429905,9.079321605811112,12.91455373176417,22.42194863302932,67.88797330032631,-1.7640191432716648,-0.4729834765545886,1.0422503589997034,25.64,197.28,155.31000000000003,0.22,-0.96,0.17,-0.09,0.07,0.1
0.05000000000000071,0.564248046875,3.893280029296875e-05,-3.8143504688879744,1.993233628563296,9.092702243957714,12.886239927254564,22.419809312879963,67.88944231488568,-2.1204997404414545,-0.2249855399919396,0.8222652972392003,25.65,197.26,155.46000000000004,0.22,-0.96,0.17,-0.09,0.07,0.1
0.0600000000000005,0.533818359375,3.6735534667968746e-05,-3.8207746173055175,1.993365156857127,9.021844214654791,12.852235834719822,22.4221440562693,67.88780790423564,-2.5783386936502035,0.1602982771861131,0.4459953258729901,25.660000000000007,197.23,155.60000000000002,0.22,-0.96,0.17,-0.09,0.07,0.1
0.07000000000000028,0.532333984375,3.4904479980468745e-05,-3.823399085266331,1.976723056160832,9.053859348900753,12.815420107629848,22.423937096190336,67.8844338590622,-2.804933494261877,-0.0473757820297192,0.2060751955790222,25.7,197.2,155.77,0.22,-0.96,0.17,-0.09,0.07,0.1
0.08000000000000007,0.568330078125,5.577850341796875e-05,-3.8273734852169192,1.958603015237331,9.066555182553277,12.77438033089869,22.4216624472341,67.8750305737082,-2.925289317390947,-0.4918285751537102,-0.0651939958041912,25.76,197.05,155.84,0.22,-0.96,0.17,-0.09,0.07,0.1
0.08999999999999986,0.568701171875,4.149627685546875e-05,-3.804715134194558,1.9705053869287528,9.046758303298322,12.73238487645589,22.418328373049007,67.86443497190832,-3.045431853141257,-0.6319014435051369,-0.2941536077224907,25.83,196.92,155.87,0.22,-0.96,0.17,-0.09,0.07,0.11
0.09999999999999964,0.540498046875,4.186248779296875e-05,-3.787382114749697,2.0088338021314684,9.026538325345706,12.685188608713922,22.41846886140374,67.8526616414872,-3.5025626284229068,-0.2541692681833981,-0.3992913078093218,25.92,196.88,155.89,0.22,-0.96,0.17,-0.09,0.07,0.11
0.11000000000000121,0.524169921875,4.113006591796875e-05,-3.7679259240181056,1.995101990059644,9.061072156350727,12.634328563336195,22.420871323947107,67.84190796813894,-3.8010710030888113,-0.1118600260158957,-0.4819495367166124,25.96,196.78,155.80999999999997,0.22,-0.96,0.16,-0.09,0.07,0.11
0.120000000000001,0.562392578125,5.834197998046875e-05,-3.738348593048528,1.9872809985732007,9.054263951670183,12.580853361848977,22.425497917401124,67.83395424629147,-4.319605267745219,0.2359145814684397,-0.2495864172379025,25.95,196.65,155.72999999999996,0.22,-0.96,0.16,-0.09,0.07,0.11
0.13000000000000078,0.57111328125,4.369354248046875e-05,-3.697823072914744,1.9555322625204976,8.992729463584858,12.530744468098302,22.4334588048272,67.82845883742714,-3.9521654417469048,0.6348732942238585,0.0970930710080747,25.919999999999995,196.51,155.64,0.22,-0.96,0.16,-0.09,0.07,0.11
0.14000000000000057,0.54625,4.4792175292968747e-05,-3.721445436621884,1.8782881309497683,9.007282894793654,12.491510831781898,22.44564138699522,67.83004401475169,-3.1077157473036725,1.1321519692007844,0.392620798394652,25.879999999999995,196.46,155.59,0.22,-0.96,0.16,-0.09,0.07,0.11
0.15000000000000036,0.5219433593749999,4.113006591796875e-05,-3.736221343113607,1.8072485041180133,8.984225524181856,12.462754444272615,22.46332832798152,67.83478779238756,-2.0485732532555687,1.7287257020982412,0.533002033421069,25.86,196.4,155.57,0.22,-0.96,0.16,-0.09,0.07,0.11
0.16000000000000014,0.559423828125,5.467987060546875e-05,-3.757048780560997,1.797455491469642,8.994759594222439,12.446096568825077,22.4844509768378,67.83630271226275,-0.7923541383384269,2.054939249890187,0.3683736744103614,25.87,196.34,155.58,0.22,-0.96,0.16,-0.09,0.07,0.11
